Patent ID,Title,Publication Date,Result Link
US-11492656-B2,Haplotype resolved genome sequencing ,2022-11-08,https://patents.google.com/patent/US11492656B2/en
US-11635815-B2,Neural interface ,2023-04-25,https://patents.google.com/patent/US11635815B2/en
US-11484710-B2,Device and system for real-time gait modulation and methods of operation thereof ,2022-11-01,https://patents.google.com/patent/US11484710B2/en
US-11786224-B2,Bodily emission analysis ,2023-10-17,https://patents.google.com/patent/US11786224B2/en
US-9978150-B2,Method and system for spatial segmentation of anatomical structures ,2018-05-22,https://patents.google.com/patent/US9978150B2/en
US-10742605-B2,Context-based firewall for learning artificial intelligence entities ,2020-08-11,https://patents.google.com/patent/US10742605B2/en
US-10546154-B2,Layered masking of content ,2020-01-28,https://patents.google.com/patent/US10546154B2/en
US-10268974-B2,"System and method of a requirement, compliance and resource management ",2019-04-23,https://patents.google.com/patent/US10268974B2/en
US-10898222-B2,Adaptive classification for whole slide tissue segmentation ,2021-01-26,https://patents.google.com/patent/US10898222B2/en
US-9578060-B1,System and method for data loss prevention across heterogeneous communications platforms ,2017-02-21,https://patents.google.com/patent/US9578060B1/en
US-10628833-B2,Computer architecture incorporating blockchain based immutable audit ledger for compliance with data regulations ,2020-04-21,https://patents.google.com/patent/US10628833B2/en
US-11866785-B2,Tumor specific antibodies and T-cell receptors and methods of identifying the same ,2024-01-09,https://patents.google.com/patent/US11866785B2/en
US-10042994-B2,Validation of the right to access an object ,2018-08-07,https://patents.google.com/patent/US10042994B2/en
US-10025982-B2,Collecting and targeting marketing data and information based upon iris identification ,2018-07-17,https://patents.google.com/patent/US10025982B2/en
US-10891152-B2,Back-end task fulfillment for dialog-driven applications ,2021-01-12,https://patents.google.com/patent/US10891152B2/en
US-11183291-B2,Generating personalized nutritional recommendations using predicted values of biomarkers ,2021-11-23,https://patents.google.com/patent/US11183291B2/en
US-11183080-B2,Generating predicted values of biomarkers for scoring food ,2021-11-23,https://patents.google.com/patent/US11183080B2/en
US-11872884-B2,Vehicular driver monitoring system ,2024-01-16,https://patents.google.com/patent/US11872884B2/en
US-10172555-B2,Device for detecting on-body impacts ,2019-01-08,https://patents.google.com/patent/US10172555B2/en
US-10360732-B2,Method and system of determining object positions for image processing using wireless network angle of transmission ,2019-07-23,https://patents.google.com/patent/US10360732B2/en
US-10524696-B2,Virtual coaching based on respiration signals ,2020-01-07,https://patents.google.com/patent/US10524696B2/en
US-10120864-B2,Method and system for identifying user issues in forum posts based on discourse analysis ,2018-11-06,https://patents.google.com/patent/US10120864B2/en
US-10650919-B2,Wearable device ,2020-05-12,https://patents.google.com/patent/US10650919B2/en
US-10292662-B2,Device and method for obtaining pulse transit time and/or pulse wave velocity information of a subject ,2019-05-21,https://patents.google.com/patent/US10292662B2/en
US-10945654-B2,"Methods, systems, and apparatus for self-calibrating EEG neurofeedback ",2021-03-16,https://patents.google.com/patent/US10945654B2/en
US-10049770-B2,Prediction of recurrence of non-small cell lung cancer ,2018-08-14,https://patents.google.com/patent/US10049770B2/en
US-11250519-B2,System and method for indicating sections of electronic tax forms for which narrative explanations can be presented ,2022-02-15,https://patents.google.com/patent/US11250519B2/en
US-9953281-B2,"System and method of a requirement, compliance and resource management ",2018-04-24,https://patents.google.com/patent/US9953281B2/en
US-11348351-B2,Handheld arthropod detection device ,2022-05-31,https://patents.google.com/patent/US11348351B2/en
US-10789034-B2,System for information display ,2020-09-29,https://patents.google.com/patent/US10789034B2/en
US-11201885-B2,Anomaly and malware detection using side channel analysis ,2021-12-14,https://patents.google.com/patent/US11201885B2/en
US-10565498-B1,Deep neural network-based relationship analysis with multi-feature token model ,2020-02-18,https://patents.google.com/patent/US10565498B1/en
US-10141882-B2,Motor health monitoring and medical device incorporating same ,2018-11-27,https://patents.google.com/patent/US10141882B2/en
US-10412538-B2,Partial information throttle based on compliance with an agreement ,2019-09-10,https://patents.google.com/patent/US10412538B2/en
US-9344024-B2,Occlusion detection using pulse-width modulation and medical device incorporating same ,2016-05-17,https://patents.google.com/patent/US9344024B2/en
US-10228663-B2,Dynamic pulse-width modulation motor control and medical device incorporating same ,2019-03-12,https://patents.google.com/patent/US10228663B2/en
US-7970718-B2,Method for feature selection and for evaluating features identified as significant for classifying data ,2011-06-28,https://patents.google.com/patent/US7970718B2/en
US-11120172-B2,Apparatus for determining an item of equipment in a direction of interest ,2021-09-14,https://patents.google.com/patent/US11120172B2/en
US-9582749-B2,Wearable device with adjacent magnets magnetized in different directions ,2017-02-28,https://patents.google.com/patent/US9582749B2/en
US-11701771-B2,Grasp generation using a variational autoencoder ,2023-07-18,https://patents.google.com/patent/US11701771B2/en
US-11410103-B2,Cognitive ride scheduling ,2022-08-09,https://patents.google.com/patent/US11410103B2/en
US-11696833-B2,Systems and methods for orthopedic implants ,2023-07-11,https://patents.google.com/patent/US11696833B2/en
US-11411980-B2,Insider threat management ,2022-08-09,https://patents.google.com/patent/US11411980B2/en
US-10618522-B2,Drowsiness detection and intervention system and method ,2020-04-14,https://patents.google.com/patent/US10618522B2/en
US-9451905-B2,Method and apparatus for monitoring the baroreceptor reflex of a user ,2016-09-27,https://patents.google.com/patent/US9451905B2/en
US-10171510-B2,System and method for monitoring and grading a cybersecurity framework ,2019-01-01,https://patents.google.com/patent/US10171510B2/en
US-10832084-B2,Dense three-dimensional correspondence estimation with multi-level metric learning and hierarchical matching ,2020-11-10,https://patents.google.com/patent/US10832084B2/en
US-9690635-B2,Communicating behavior information in a mobile computing device ,2017-06-27,https://patents.google.com/patent/US9690635B2/en
US-10496927-B2,"Systems for time-series predictive data analytics, and related methods and apparatus ",2019-12-03,https://patents.google.com/patent/US10496927B2/en
US-9940370-B2,Corpus augmentation system ,2018-04-10,https://patents.google.com/patent/US9940370B2/en
US-10776965-B2,Systems and methods for visualizing and manipulating graph databases ,2020-09-15,https://patents.google.com/patent/US10776965B2/en
US-10311694-B2,System and method for adaptive indirect monitoring of subject for well-being in unattended setting ,2019-06-04,https://patents.google.com/patent/US10311694B2/en
US-10339651-B2,Simultaneous feature extraction and dictionary learning using deep learning architectures for characterization of images of heterogeneous tissue samples ,2019-07-02,https://patents.google.com/patent/US10339651B2/en
US-10289816-B1,"Methods, systems, and devices for an encrypted and obfuscated algorithm in a computing environment ",2019-05-14,https://patents.google.com/patent/US10289816B1/en
US-11170663-B2,Teaching and assessment of spoken language skills through fine-grained evaluation ,2021-11-09,https://patents.google.com/patent/US11170663B2/en
US-10743115-B2,Hearing device and monitoring system thereof ,2020-08-11,https://patents.google.com/patent/US10743115B2/en
US-9866426-B2,Methods and apparatus for analyzing system events ,2018-01-09,https://patents.google.com/patent/US9866426B2/en
US-10575786-B2,System and method for photoplethysmogram (PPG) signal quality assessment ,2020-03-03,https://patents.google.com/patent/US10575786B2/en
US-11082483-B1,System and method for global data sharing ,2021-08-03,https://patents.google.com/patent/US11082483B1/en
US-11334892-B2,"System, method, and computer program product to determine cuisine type classifiers ",2022-05-17,https://patents.google.com/patent/US11334892B2/en
US-10986717-B1,Reduced false alarms for outdoor IP security cameras ,2021-04-20,https://patents.google.com/patent/US10986717B1/en
US-11607545-B2,Motor function neural control interface for spinal cord injury patients ,2023-03-21,https://patents.google.com/patent/US11607545B2/en
US-11000118-B2,Smart brushes and accessories systems and methods ,2021-05-11,https://patents.google.com/patent/US11000118B2/en
US-11253701-B2,Transcranial stimulation device and method based on electrophysiological testing ,2022-02-22,https://patents.google.com/patent/US11253701B2/en
US-10898109-B2,Method and device for automatic identification of measurement item and ultrasound imaging apparatus ,2021-01-26,https://patents.google.com/patent/US10898109B2/en
US-11631493-B2,Systems and methods for managing building wellness ,2023-04-18,https://patents.google.com/patent/US11631493B2/en
US-11994523-B2,Biomarkers and methods for diagnosing and evaluating traumatic brain injury ,2024-05-28,https://patents.google.com/patent/US11994523B2/en
US-12041147-B2,Allocation of fog node resources ,2024-07-16,https://patents.google.com/patent/US12041147B2/en
US-11777953-B2,Systems and methods for managing digital identities ,2023-10-03,https://patents.google.com/patent/US11777953B2/en
US-11246403-B2,Toothbrush system ,2022-02-15,https://patents.google.com/patent/US11246403B2/en
US-11815951-B2,System and method for enhanced training using a virtual reality environment and bio-signal data ,2023-11-14,https://patents.google.com/patent/US11815951B2/en
US-10972582-B2,System and method for scoped attributes ,2021-04-06,https://patents.google.com/patent/US10972582B2/en
